symbol	zacks	value	growth	momtum	vgm	industry	date
BANR	2	C	F	A	D	Financial - Savings and Loan	2022-10-23
BAP	3	A	A	B	A	Banks - Foreign	2022-10-23
BAR	TimeoutError()
BARK	3	D	F	B	F	Retail - Miscellaneous	2022-10-23
BASE	3	F	B	D	D	Internet - Software	2022-10-23
BAX	4	B	D	C	C	Medical - Products	2022-10-23
BB	2	D	C	C	D	Computer - Software	2022-10-23
BBAI	3	F	F	B	F	Computers - IT Services	2022-10-23
BBAX	TimeoutError()
BBBY	3	D	B	F	D	Retail - Miscellaneous	2022-10-23
BBC	TimeoutError()
BBCA	TimeoutError()
BBCP	3	A	A	A	A	Waste Removal Services	2022-10-23
BBD	3	D	F	C	F	Banks - Foreign	2022-10-23
BBDC	3	D	F	B	F	Financial - SBIC & Commercial Industry	2022-10-23
BBEU	TimeoutError()
BBH	TimeoutError()
BBI	None	None	None	None	None	None	2022-10-23
BBIN	TimeoutError()
BBIO	4	F	C	A	D	Medical - Generic Drugs	2022-10-23
BBJP	TimeoutError()
BBL	None	None	None	None	None	None	2022-10-23
BBMC	TimeoutError()
BBP	TimeoutError()
BBQ	None	None	None	None	None	None	2022-10-23
BBRE	None	None	None	None	None	None	2022-10-23
BBSC	TimeoutError()
BBSI	2	A	A	C	A	Outsourcing	2022-10-23
BBU	TimeoutError()
BBUS	TimeoutError()
BBVA	3	B	A	F	B	Banks - Foreign	2022-10-23
BBW	3	A	C	D	B	Retail - Miscellaneous	2022-10-23
BBWI	2	A	B	B	A	Retail - Miscellaneous	2022-10-23
BBY	TimeoutError()
BC	4	A	A	D	A	Leisure and Recreation Products	2022-10-23
BCAB	4	F	D	C	F	Medical - Biomedical and Genetics	2022-10-23
BCBP	2	B	D	A	B	Banks - Northeast	2022-10-23
BCC	1	A	B	F	A	Building Products - Wood	2022-10-23
BCDA	3	F	C	A	D	Medical - Biomedical and Genetics	2022-10-23
BCE	TimeoutError()
BCEL	3	D	B	D	D	Medical - Biomedical and Genetics	2022-10-23
BCH	2	B	A	A	A	Banks - Foreign	2022-10-23
BCML	3	C	C	B	C	Banks - West	2022-10-23
BCO	3	A	B	C	A	Outsourcing	2022-10-23
BCOR	3	A	A	F	A	Technology Services	2022-10-23
BCOV	2	B	A	C	A	Internet - Content	2022-10-23
BCPC	TimeoutError()
BCRX	3	D	C	B	D	Medical - Drugs	2022-10-23
BCS	4	B	F	B	C	Banks - Foreign	2022-10-23
BCSF	1	C	F	A	F	Financial - SBIC & Commercial Industry	2022-10-23
BCYC	3	F	F	D	F	Medical - Biomedical and Genetics	2022-10-23
BDC	3	A	A	C	A	Wire and Cable Products	2022-10-23
BDN	3	B	D	A	B	REIT and Equity Trust - Other	2022-10-23
BDSI	None	None	None	None	None	None	2022-10-23
BDSX	3	F	B	A	C	Medical Services	2022-10-23
BDTX	3	D	B	B	C	Medical - Drugs	2022-10-23
BDX	3	B	D	C	C	Medical - Dental Supplies	2022-10-23
BE	3	D	B	B	C	Alternative Energy - Other	2022-10-23
BEAM	4	F	C	B	D	Medical - Biomedical and Genetics	2022-10-23
BECN	3	A	A	B	A	Building Products - Retail	2022-10-23
BEEM	3	F	F	C	F	Automotive - Original Equipment	2022-10-23
BEKE	1	D	C	A	C	Real Estate - Operations	2022-10-23
BELFB	TimeoutError()
BEN	3	B	C	F	C	Financial - Investment Management	2022-10-23
BEP	2	C	D	F	F	Utility - Electric Power	2022-10-23
BEPC	TimeoutError()
BERY	TimeoutError()
BF.B	3	D	A	A	B	Beverages - Alcohol	2022-10-23
BFAM	3	C	A	C	B	Schools	2022-10-23
BFC	2	D	F	D	F	Banks - Northeast	2022-10-23
BFIN	TimeoutError()
BFLY	3	F	F	F	F	Medical Info Systems	2022-10-23
BFRI	3	C	F	D	F	Medical - Biomedical and Genetics	2022-10-23
BFS	4	D	C	A	C	REIT and Equity Trust - Retail	2022-10-23
BFST	5	D	D	A	D	Banks - Northeast	2022-10-23
BG	3	B	D	B	C	Agriculture - Products	2022-10-23
BGCP	3	A	B	B	A	Financial - Investment Bank	2022-10-23
BGNE	TimeoutError()
BGRY	TimeoutError()
BGS	5	B	D	A	B	Food - Miscellaneous	2022-10-23
BGSF	3	A	F	B	C	Business - Services	2022-10-23
BHB	2	C	D	A	C	Banks - Northeast	2022-10-23
BHC	5	A	F	D	D	Medical - Generic Drugs	2022-10-23
BHF	3	B	F	F	D	Insurance - Life Insurance	2022-10-23
BHG	2	A	B	F	B	Medical Services	2022-10-23
BHIL	1	F	C	F	F	Food - Miscellaneous	2022-10-23
BHLB	2	C	F	A	D	Financial - Savings and Loan	2022-10-23
BHP	3	A	B	F	B	Mining - Miscellaneous	2022-10-23
BHR	1	A	B	B	A	REIT and Equity Trust - Other	2022-10-23
BHVN	3	D	B	F	D	Medical - Biomedical and Genetics	2022-10-23
BIBL	TimeoutError()
BICK	TimeoutError()
BIDU	2	A	D	A	B	Internet - Services	2022-10-23
BIG	3	C	F	B	D	Retail - Discount Stores	2022-10-23
BIGC	3	F	C	D	F	Internet - Commerce	2022-10-23
BIIB	3	B	C	B	B	Medical - Biomedical and Genetics	2022-10-23
BIL	TimeoutError()
BILI	3	D	C	A	C	Internet - Services	2022-10-23
BILL	2	F	B	D	D	Internet - Software	2022-10-23
BILS	TimeoutError()
BIO	2	B	D	B	B	Medical - Products	2022-10-23
BIOC	2	A	D	B	B	Medical Services	2022-10-23
BIOL	None	None	None	None	None	None	2022-10-23
BIP	4	B	D	B	B	REIT and Equity Trust - Other	2022-10-23
BIRD	1	F	C	F	F	Retail - Apparel and Shoes	2022-10-23
BITF	3	A	B	B	A	Technology Services	2022-10-23
BIVI	2	D	F	B	D	Medical - Drugs	2022-10-23
BIZD	TimeoutError()
BJ	1	B	B	A	A	Consumer Services - Miscellaneous	2022-10-23
BJK	TimeoutError()
BJRI	2	B	B	F	C	Retail - Restaurants	2022-10-23
BK	3	B	A	A	A	Banks - Major Regional	2022-10-23
BKCC	4	F	F	A	F	Financial - SBIC & Commercial Industry	2022-10-23
BKD	4	C	D	F	D	Medical - Nursing Homes	2022-10-23
BKE	3	A	C	C	B	Retail - Apparel and Shoes	2022-10-23
BKEM	TimeoutError()
BKF	TimeoutError()
BKH	4	C	B	A	A	Utility - Electric Power	2022-10-23
BKHY	TimeoutError()
BKI	TimeoutError()
BKIE	TimeoutError()
BKKT	3	F	F	C	F	Technology Services	2022-10-23
BKLC	TimeoutError()
BKMC	TimeoutError()
BKNG	3	C	A	C	A	Internet - Commerce	2022-10-23
BKR	3	C	B	F	C	Oil and Gas - Field Services	2022-10-23
BKSB	TimeoutError()
BKSE	TimeoutError()
BKU	3	B	C	A	B	Banks - Major Regional	2022-10-23
BL	4	F	F	B	F	Internet - Software	2022-10-23
BLBD	2	B	D	B	C	Automotive - Domestic	2022-10-23
BLD	3	B	A	B	A	Building Products - Miscellaneous	2022-10-23
BLDE	3	D	F	D	F	Technology Services	2022-10-23
BLDP	3	F	F	A	F	Electronics - Miscellaneous Components	2022-10-23
BLDR	3	A	A	D	A	Building Products - Retail	2022-10-23
BLES	TimeoutError()
BLFS	3	D	F	B	F	Medical - Products	2022-10-23
BLI	3	D	C	A	C	Medical - Biomedical and Genetics	2022-10-23
BLIN	2	C	B	A	B	Internet - Services	2022-10-23
BLK	3	D	C	C	C	Financial - Investment Management	2022-10-23
BLKB	1	D	C	D	C	Computer - Software	2022-10-23
BLL	None	None	None	None	None	None	2022-10-23
BLMN	3	A	A	F	A	Retail - Restaurants	2022-10-23
BLND	3	F	B	B	D	Internet - Software	2022-10-23
BLNK	3	F	F	B	F	Electronics - Miscellaneous Services	2022-10-23
BLPH	TimeoutError()
BLU	4	F	D	B	F	Medical - Biomedical and Genetics	2022-10-23
BLUE	3	F	B	C	C	Medical - Biomedical and Genetics	2022-10-23
BLZE	3	F	F	A	F	Internet - Software	2022-10-23
BMA	2	A	B	C	A	Banks - Foreign	2022-10-23
BMBL	3	D	B	D	C	Internet - Software	2022-10-23
BMEA	3	D	D	D	F	Medical - Biomedical and Genetics	2022-10-23
BMI	3	D	C	F	D	Instruments - Control	2022-10-23
BMO	4	F	F	D	F	Banks - Foreign	2022-10-23
BMRC	3	C	F	D	F	Banks - West	2022-10-23
BMRN	2	C	C	C	C	Medical - Biomedical and Genetics	2022-10-23
BMTX	TimeoutError()
BMY	3	A	C	A	A	Medical - Biomedical and Genetics	2022-10-23
BNFT	TimeoutError()
BNGO	3	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
BNL	2	D	D	B	D	REIT and Equity Trust - Residential	2022-10-23
BNR	2	F	C	C	F	Technology Services	2022-10-23
BNS	4	C	C	A	B	Banks - Foreign	2022-10-23
BNTX	4	A	B	B	A	Medical - Biomedical and Genetics	2022-10-23
BODY	3	F	A	A	B	Consumer Services - Miscellaneous	2022-10-23
BOH	3	C	F	A	D	Banks - West	2022-10-23
BOKF	2	B	C	B	B	Banks - Southwest	2022-10-23
BOLT	3	F	D	D	F	Medical - Biomedical and Genetics	2022-10-23
BOOM	1	C	D	F	F	Industrial Services	2022-10-23
BOOT	3	A	A	A	A	Retail - Apparel and Shoes	2022-10-23
BOSS	TimeoutError()
BOX	3	D	A	D	B	Internet - Software	2022-10-23
BOXL	3	B	A	B	A	Technology Services	2022-10-23
BP	TimeoutError()
BPMC	3	F	C	D	D	Medical - Biomedical and Genetics	2022-10-23
BPMP	None	None	None	None	None	None	2022-10-23
BPOP	2	C	C	C	C	Banks - Southeast	2022-10-23
BPRN	TimeoutError()
BPTH	3	D	D	D	F	Medical - Drugs	2022-10-23
BPTS	3	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
BQ	None	None	None	None	None	None	2022-10-23
BR	TimeoutError()
BRBR	3	B	C	F	B	Medical - Products	2022-10-23
BRC	4	C	B	D	B	Security and Safety Services	2022-10-23
BRCN	None	None	None	None	None	None	2022-10-23
BRDG	4	A	A	A	A	Real Estate - Operations	2022-10-23
BRDS	3	C	A	D	B	Automotive - Domestic	2022-10-23
BRF	TimeoutError()
BRFS	2	A	F	D	D	Food - Miscellaneous	2022-10-23
BRG	None	None	None	None	None	None	2022-10-23
BRK.B	TimeoutError()
BRKL	TimeoutError()
BRKR	3	C	D	B	D	Instruments - Scientific	2022-10-23
BRLT	3	C	A	C	B	Retail - Jewelry	2022-10-23
BRMK	4	D	F	C	F	REIT and Equity Trust	2022-10-23
BRO	2	D	C	B	C	Insurance - Brokerage	2022-10-23
BROS	2	D	A	F	C	Beverages - Soft drinks	2022-10-23
BRP	4	D	A	D	C	Insurance - Life Insurance	2022-10-23
BRSP	4	F	F	C	F	REIT and Equity Trust	2022-10-23
BRT	3	D	F	B	F	REIT and Equity Trust - Residential	2022-10-23
BRTX	3	D	C	C	C	Medical - Biomedical and Genetics	2022-10-23
BRX	3	C	C	A	B	REIT and Equity Trust - Retail	2022-10-23
BRY	5	B	A	F	A	Oil and Gas - Integrated - United States	2022-10-23
BRZE	3	F	C	C	D	Technology Services	2022-10-23
BSAC	TimeoutError()
BSBK	2	F	F	C	F	Banks - Northeast	2022-10-23
BSBR	3	B	F	D	D	Banks - Foreign	2022-10-23
BSCM	TimeoutError()
BSCN	TimeoutError()
BSCO	TimeoutError()
BSCP	TimeoutError()
BSCQ	None	None	None	None	None	None	2022-10-23
BSCR	TimeoutError()
BSCS	None	None	None	None	None	None	2022-10-23
BSCT	TimeoutError()
BSCU	TimeoutError()
BSET	5	C	D	A	B	Furniture	2022-10-23
BSFC	3	D	F	C	F	Food - Miscellaneous	2022-10-23
BSIG	5	C	C	B	B	Financial - Investment Management	2022-10-23
BSJM	TimeoutError()
BSJN	TimeoutError()
BSJO	TimeoutError()
BSJP	TimeoutError()
BSJQ	TimeoutError()
BSJR	TimeoutError()
BSJS	TimeoutError()
BSM	3	D	B	D	D	Energy and Pipeline - Master Limited Partnerships	2022-10-23
BSMM	TimeoutError()
BSMN	TimeoutError()
BSMO	TimeoutError()
BSMP	TimeoutError()
BSMQ	TimeoutError()
BSMR	TimeoutError()
BSMS	None	None	None	None	None	None	2022-10-23
BSMT	TimeoutError()
BSMU	TimeoutError()
BSMX	1	C	C	F	C	Banks - Foreign	2022-10-23
BSRR	2	C	F	B	D	Banks - West	2022-10-23
BSVN	3	B	C	D	B	Banks - Southeast	2022-10-23
BSX	3	C	B	B	B	Medical - Products	2022-10-23
BSY	3	D	C	F	D	Internet - Software	2022-10-23
BTBT	5	F	D	A	F	Technology Services	2022-10-23
BTCY	None	None	None	None	None	None	2022-10-23
BTEC	None	None	None	None	None	None	2022-10-23
BTG	4	B	D	C	C	Mining - Gold	2022-10-23
BTI	3	B	C	F	C	Tobacco	2022-10-23
BTRS	TimeoutError()
BTTR	3	C	D	C	D	Retail - Miscellaneous	2022-10-23
BTTX	TimeoutError()
BTU	2	A	A	D	A	Coal	2022-10-23
BTX	None	None	None	None	None	None	2022-10-23
BUD	3	A	B	D	B	Beverages - Alcohol	2022-10-23
BUR	3	C	B	A	A	Financial - Miscellaneous Services	2022-10-23
BURL	5	D	C	B	C	Retail - Discount Stores	2022-10-23
BUSE	TimeoutError()
BV	5	B	D	C	C	Consumer Services - Miscellaneous	2022-10-23
BVH	5	A	A	F	A	Leisure and Recreation Services	2022-10-23
BVN	4	C	C	B	B	Mining - Silver	2022-10-23
BVS	3	A	B	C	A	Medical - Drugs	2022-10-23
BW	3	C	B	D	C	Electronics - Power Generation	2022-10-23
BWA	3	A	B	F	A	Automotive - Original Equipment	2022-10-23
BWAY	TimeoutError()
BWB	3	B	C	A	B	Banks - Northeast	2022-10-23
BWEN	3	C	B	C	B	Manufacturing - General Industrial	2022-10-23
BWFG	None	None	None	None	None	None	2022-10-23
BWMN	3	B	D	B	C	Business - Services	2022-10-23
BWMX	3	A	D	F	C	Consumer Products - Discretionary	2022-10-23
BWXT	3	C	C	B	C	Electronics - Miscellaneous Components	2022-10-23
BX	3	C	C	F	D	Financial - Miscellaneous Services	2022-10-23
BXMT	3	D	D	F	F	REIT and Equity Trust	2022-10-23
BXP	3	C	B	D	C	REIT and Equity Trust - Other	2022-10-23
BXRX	1	F	F	C	F	Medical - Drugs	2022-10-23
BXSL	TimeoutError()
BY	2	B	C	D	B	Banks - Northeast	2022-10-23
BYD	2	A	B	F	A	Gaming	2022-10-23
BYND	3	F	F	D	F	Food - Meat Products	2022-10-23
BYRN	4	F	F	F	F	Technology Services	2022-10-23
BYSI	3	F	A	F	D	Medical - Biomedical and Genetics	2022-10-23
BZ	3	D	A	A	B	Internet - Software	2022-10-23
BZH	3	B	F	F	D	Building Products - Home Builders	2022-10-23
BZUN	4	C	D	A	C	Computers - IT Services	2022-10-23
C	3	C	F	A	D	Banks - Major Regional	2022-10-23
CAAS	2	A	A	C	A	Automotive - Original Equipment	2022-10-23
CABA	3	D	C	B	C	Medical - Biomedical and Genetics	2022-10-23
CABO	3	B	C	A	B	Cable Television	2022-10-23
CAC	TimeoutError()
CACC	4	B	C	A	B	Financial - Consumer Loans	2022-10-23
CACI	TimeoutError()
CADE	3	A	C	A	A	Banks - Southeast	2022-10-23
CADL	2	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
CAE	TimeoutError()
CAG	2	B	B	C	B	Food - Miscellaneous	2022-10-23
CAH	TimeoutError()
CAJ	3	A	C	C	B	Office Automation and Equipment	2022-10-23
CAKE	4	B	A	F	A	Retail - Restaurants	2022-10-23
CAL	2	A	D	F	C	Shoes and Retail Apparel	2022-10-23
CALA	1	D	B	C	C	Medical - Drugs	2022-10-23
CALM	1	B	A	A	A	Agriculture - Products	2022-10-23
CALT	3	F	F	A	F	Medical - Drugs	2022-10-23
CALX	3	D	C	B	C	Internet - Software	2022-10-23
CAMP	TimeoutError()
CAMT	3	C	B	B	B	Electronics - Measuring Instruments	2022-10-23
CANE	TimeoutError()
CANF	3	F	F	D	F	Medical - Drugs	2022-10-23
CANO	3	C	C	A	B	Medical Services	2022-10-23
CAPL	TimeoutError()
CAPR	3	D	D	C	D	Medical - Products	2022-10-23
CAR	4	A	A	D	A	Business - Services	2022-10-23
CARA	1	F	B	C	C	Medical - Biomedical and Genetics	2022-10-23
CARE	1	C	D	B	C	Banks - Northeast	2022-10-23
CARG	2	B	C	B	B	Automotive - Replacement Parts	2022-10-23
CARR	TimeoutError()
CARS	3	B	C	B	B	Internet - Commerce	2022-10-23
CARZ	TimeoutError()
CASA	2	B	A	F	B	Cable Television	2022-10-23
CASH	4	A	F	C	D	Financial - Savings and Loan	2022-10-23
CASI	3	D	D	A	D	Medical - Drugs	2022-10-23
CASY	TimeoutError()
CAT	3	B	C	A	B	Manufacturing - Construction and Mining	2022-10-23
CATC	2	C	F	A	D	Banks - Northeast	2022-10-23
CATH	TimeoutError()
CATY	3	B	D	A	C	Banks - West	2022-10-23
CB	3	B	B	D	B	Insurance - Property and Casualty	2022-10-23
CBAN	1	C	F	C	F	Banks - Southeast	2022-10-23
CBAY	3	D	B	C	C	Medical - Generic Drugs	2022-10-23
CBD	TimeoutError()
CBFV	1	B	F	F	F	Banks - Northeast	2022-10-23
CBIO	3	F	D	C	F	Medical - Biomedical and Genetics	2022-10-23
CBNK	2	A	D	C	B	Banks - Northeast	2022-10-23
CBOE	2	F	F	B	F	Securities and Exchanges	2022-10-23
CBRE	5	C	B	D	B	Real Estate - Operations	2022-10-23
CBRL	2	B	A	B	A	Retail - Restaurants	2022-10-23
CBSH	3	D	F	B	D	Banks - Midwest	2022-10-23
CBT	4	C	D	D	D	Chemical - Diversified	2022-10-23
CBTX	2	A	A	A	A	Banks - Southeast	2022-10-23
CBU	3	D	F	A	D	Banks - Northeast	2022-10-23
CBZ	TimeoutError()
CC	4	A	A	D	A	Chemical - Diversified	2022-10-23
CCAP	3	D	D	B	D	Financial - SBIC & Commercial Industry	2022-10-23
CCB	1	C	D	B	C	Banks - West	2022-10-23
CCBG	2	D	D	A	D	Banks - Southeast	2022-10-23
CCCC	3	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
CCCS	3	D	F	D	F	Insurance - Property and Casualty	2022-10-23
CCEP	3	A	C	D	B	Beverages - Soft drinks	2022-10-23
CCI	3	D	D	C	D	REIT and Equity Trust - Other	2022-10-23
CCJ	2	F	B	C	C	Mining - Miscellaneous	2022-10-23
CCK	4	B	A	D	A	Containers - Metal and Glass	2022-10-23
CCL	TimeoutError()
CCMP	None	None	None	None	None	None	2022-10-23
CCNE	TimeoutError()
CCO	3	C	D	F	F	Advertising and Marketing	2022-10-23
CCOI	4	D	A	B	B	Wireless National	2022-10-23
CCRN	1	B	C	F	B	Staffing Firms	2022-10-23
CCS	4	B	F	F	D	Building Products - Home Builders	2022-10-23
CCSI	3	B	B	D	B	Internet - Software	2022-10-23
CCU	TimeoutError()
CCXI	2	A	A	A	A	Medical - Drugs	2022-10-23
CD	2	B	A	A	A	Technology Services	2022-10-23
CDAK	2	C	F	C	D	Medical - Biomedical and Genetics	2022-10-23
CDAY	3	F	B	C	C	Internet - Software	2022-10-23
CDE	3	B	B	F	B	Mining - Non Ferrous	2022-10-23
CDEV	None	None	None	None	None	None	2022-10-23
CDK	None	None	None	None	None	None	2022-10-23
CDLX	3	F	D	F	F	Technology Services	2022-10-23
CDMO	2	D	F	A	F	Medical - Biomedical and Genetics	2022-10-23
CDNA	TimeoutError()
CDNS	3	D	A	B	B	Computer - Software	2022-10-23
CDR	None	None	None	None	None	None	2022-10-23
CDRE	TimeoutError()
CDTX	3	F	B	C	D	Medical - Biomedical and Genetics	2022-10-23
CDW	3	B	C	A	B	Computers - IT Services	2022-10-23
CDXC	3	C	B	B	B	Medical - Biomedical and Genetics	2022-10-23
CDXS	2	D	D	D	D	Medical - Biomedical and Genetics	2022-10-23
CDZI	3	F	C	A	D	Agriculture - Operations	2022-10-23
CE	5	B	C	C	B	Chemical - Specialty	2022-10-23
CEA	3	D	D	A	C	Transportation - Airline	2022-10-23
CECE	3	B	B	B	A	Pollution Control	2022-10-23
CEFA	TimeoutError()
CEIX	TimeoutError()
CELC	3	D	F	D	F	Medical - Biomedical and Genetics	2022-10-23
CELH	2	D	B	D	D	Food - Miscellaneous	2022-10-23
CELU	1	F	F	F	F	Medical - Biomedical and Genetics	2022-10-23
CEMI	None	None	None	None	None	None	2022-10-23
CENT	3	A	A	F	A	Consumer Products - Discretionary	2022-10-23
CENTA	3	A	A	F	A	Consumer Products - Discretionary	2022-10-23
CENX	TimeoutError()
CEPU	3	A	B	F	A	Alternative Energy - Other	2022-10-23
CEQP	5	D	B	F	C	Oil and Gas - Production Pipeline - MLB	2022-10-23
CERE	4	D	D	B	D	Medical - Drugs	2022-10-23
CERN	None	None	None	None	None	None	2022-10-23
CERS	2	D	A	D	B	Medical - Products	2022-10-23
CERT	3	B	B	C	B	Medical - Biomedical and Genetics	2022-10-23
CEVA	3	D	F	A	F	Electronics - Semiconductors	2022-10-23
CF	2	A	A	B	A	Fertilizers	2022-10-23
CFB	3	B	D	B	C	Banks - Northeast	2022-10-23
CFBK	2	A	A	B	A	Banks - Northeast	2022-10-23
CFFN	3	D	D	B	D	Financial - Savings and Loan	2022-10-23
CFG	3	B	D	A	C	Financial - Savings and Loan	2022-10-23
CFLT	3	F	D	F	F	Technology Services	2022-10-23
CFMS	3	F	B	A	B	Medical - Instruments	2022-10-23
CFR	3	D	F	C	F	Banks - Southwest	2022-10-23
CFX	None	None	None	None	None	None	2022-10-23
CG	3	A	D	F	C	Financial - Investment Funds	2022-10-23
CGAU	4	B	F	F	F	Mining - Gold	2022-10-23
CGBD	3	C	F	C	F	Financial - SBIC & Commercial Industry	2022-10-23
CGC	2	F	F	F	F	Medical - Products	2022-10-23
CGEM	3	B	F	D	D	Medical - Biomedical and Genetics	2022-10-23
CGEN	3	D	F	F	F	Medical - Biomedical and Genetics	2022-10-23
CGNT	TimeoutError()
CGNX	3	D	D	D	F	Electronics - Testing Equipment	2022-10-23
CGRN	3	D	F	F	F	Alternative Energy - Other	2022-10-23
CGTX	3	B	C	A	B	Medical - Biomedical and Genetics	2022-10-23
CHCO	2	D	F	A	D	Banks - Southeast	2022-10-23
CHCT	TimeoutError()
CHD	3	D	C	F	D	Soap and Cleaning Materials	2022-10-23
CHDN	3	C	A	F	B	Gaming	2022-10-23
CHE	4	C	D	C	D	Medical - Outpatient and Home Healthcare	2022-10-23
CHEF	TimeoutError()
CHEK	2	D	D	D	D	Medical - Instruments	2022-10-23
CHGG	3	C	C	C	C	Internet - Software	2022-10-23
CHGX	TimeoutError()
CHH	3	C	A	A	A	Hotels and Motels	2022-10-23
CHIC	TimeoutError()
CHIE	TimeoutError()
CHIH	TimeoutError()
CHII	TimeoutError()
CHIK	None	None	None	None	None	None	2022-10-23
CHIM	TimeoutError()
CHIQ	TimeoutError()
CHIR	TimeoutError()
CHIS	TimeoutError()
CHIU	TimeoutError()
CHIX	TimeoutError()
CHK	2	A	A	F	A	Oil and Gas - Exploration and Production - United States	2022-10-23
CHKP	3	C	C	C	C	Security	2022-10-23
CHMG	2	B	D	C	B	Banks - Southeast	2022-10-23
CHMI	TimeoutError()
CHNA	TimeoutError()
CHNG	None	None	None	None	None	None	2022-10-23
CHPT	TimeoutError()
CHRA	4	D	F	F	F	Alternative Energy - Other	2022-10-23
CHRS	3	D	D	B	F	Medical - Biomedical and Genetics	2022-10-23
CHRW	3	B	A	B	A	Transportation - Services	2022-10-23
CHS	1	A	A	D	A	Retail - Apparel and Shoes	2022-10-23
CHTR	2	A	B	C	A	Cable Television	2022-10-23
CHUY	3	B	B	F	B	Retail - Restaurants	2022-10-23
CHWY	2	D	A	F	C	Consumer Products - Staples	2022-10-23
CHX	TimeoutError()
CI	2	A	C	B	B	Insurance - Multi line	2022-10-23
CIAN	None	None	None	None	None	None	2022-10-23
CIB	3	A	D	A	B	Banks - Foreign	2022-10-23
CIEN	TimeoutError()
CIGI	4	D	D	B	D	Real Estate - Operations	2022-10-23
CIM	5	C	D	F	D	REIT and Equity Trust	2022-10-23
CINF	4	B	C	D	C	Insurance - Property and Casualty	2022-10-23
CINT	3	D	B	A	B	Engineering - R and D Services	2022-10-23
CIO	4	A	C	C	B	REIT and Equity Trust - Other	2022-10-23
CIR	5	D	A	F	C	Metal Products - Procurement and Fabrication	2022-10-23
CIVB	2	B	D	D	C	Banks - Midwest	2022-10-23
CIVI	3	B	A	C	A	Oil and Gas - Exploration and Production - United States	2022-10-23
CIXX	4	A	D	F	C	Financial - Miscellaneous Services	2022-10-23
CL	4	D	C	D	D	Soap and Cleaning Materials	2022-10-23
CLAR	3	B	B	C	B	Leisure and Recreation Products	2022-10-23
CLB	2	C	F	C	D	Oil and Gas - Field Services	2022-10-23
CLBK	TimeoutError()
CLBS	None	None	None	None	None	None	2022-10-23
CLBT	3	C	F	F	F	Technology Services	2022-10-23
CLDT	3	C	A	D	B	REIT and Equity Trust - Other	2022-10-23
CLDX	4	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
CLF	3	A	B	F	A	Mining - Miscellaneous	2022-10-23
CLFD	3	D	D	D	F	Wireless Equipment	2022-10-23
CLGN	TimeoutError()
CLH	2	B	A	C	A	Waste Removal Services	2022-10-23
CLIR	4	F	D	A	F	Industrial Services	2022-10-23
CLLS	3	D	B	A	C	Medical - Biomedical and Genetics	2022-10-23
CLMT	TimeoutError()
CLNE	3	F	C	D	F	Utility - Gas Distribution	2022-10-23
CLNN	3	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
CLOU	TimeoutError()
CLOV	3	F	A	A	B	Medical Info Systems	2022-10-23
CLPR	3	A	D	D	C	REIT and Equity Trust - Other	2022-10-23
CLR	3	B	A	F	A	Oil and Gas - Exploration and Production - United States	2022-10-23
CLRB	3	D	C	A	C	Medical - Products	2022-10-23
CLRG	TimeoutError()
CLS	3	A	A	B	A	Electronics - Manufacturing Services	2022-10-23
CLSD	3	D	F	B	D	Medical - Biomedical and Genetics	2022-10-23
CLSK	3	B	A	C	A	Technology Services	2022-10-23
CLVS	3	F	A	D	D	Medical - Biomedical and Genetics	2022-10-23
CLVT	TimeoutError()
CLW	3	A	A	B	A	Paper and Related Products	2022-10-23
CLX	3	C	A	F	C	Soap and Cleaning Materials	2022-10-23
CLXT	3	F	A	C	B	Medical - Biomedical and Genetics	2022-10-23
CM	TimeoutError()
CMA	TimeoutError()
CMAX	3	C	C	C	C	Technology Services	2022-10-23
CMBM	3	C	B	B	B	Wireless National	2022-10-23
CMC	2	A	B	A	A	Steel - Producers	2022-10-23
CMCO	5	C	D	A	C	Manufacturing - Material Handling	2022-10-23
CMCSA	3	A	B	A	A	Cable Television	2022-10-23
CMCT	TimeoutError()
CME	3	D	D	B	F	Securities and Exchanges	2022-10-23
CMF	TimeoutError()
CMG	2	D	A	D	C	Retail - Restaurants	2022-10-23
CMI	2	A	B	A	A	Automotive - Internal Combustion Engines	2022-10-23
CMLS	2	A	C	A	A	Broadcast Radio and Television	2022-10-23
CMMB	3	D	F	D	F	Medical - Biomedical and Genetics	2022-10-23
CMP	3	B	A	D	A	Chemical - Diversified	2022-10-23
CMPI	TimeoutError()
CMPO	3	A	A	B	A	Financial Transaction Services	2022-10-23
CMPR	3	A	B	F	A	Consumer Services - Miscellaneous	2022-10-23
CMPS	3	F	D	A	D	Medical Services	2022-10-23
CMPX	3	C	A	C	B	Medical - Biomedical and Genetics	2022-10-23
CMRE	4	A	B	F	A	Transportation - Shipping	2022-10-23
CMRX	2	C	D	A	C	Medical - Products	2022-10-23
CMS	3	C	D	A	C	Utility - Electric Power	2022-10-23
CMTG	2	D	D	F	F	REIT and Equity Trust	2022-10-23
CMTL	TimeoutError()
CN	TimeoutError()
CNA	3	A	C	F	B	Insurance - Property and Casualty	2022-10-23
CNC	3	A	A	C	A	Medical - HMOs	2022-10-23
